,Unnamed: 0,paths,c,r,e,n,text,error
1790,1790,DATASET/A1/c3/r1/images/e3/c3r1e3n42.tif,3,1,3,42,Gran defecto de hilo en la imagen.,3
1791,1791,DATASET/A1/c3/r1/images/e3/c3r1e3n43.tif,3,1,3,43,Gran defecto de hilo en la imagen.,3
1792,1792,DATASET/A1/c3/r1/images/e3/c3r1e3n44.tif,3,1,3,44,Gran defecto de hilo en la imagen.,3
1793,1793,DATASET/A1/c3/r1/images/e3/c3r1e3n45.tif,3,1,3,45,Gran defecto de hilo en la imagen.,3
1794,1794,DATASET/A1/c3/r1/images/e3/c3r1e3n46.tif,3,1,3,46,Gran defecto de hilo en la imagen.,3
1795,1795,DATASET/A1/c3/r1/images/e3/c3r1e3n47.tif,3,1,3,47,Gran defecto de hilo en la imagen.,3
1796,1796,DATASET/A1/c3/r1/images/e3/c3r1e3n48.tif,3,1,3,48,Pequeño defecto de hilo en la mitad inferior de la imagen.,3
1797,1797,DATASET/A1/c3/r1/images/e3/c3r1e3n49.tif,3,1,3,49,Gran defecto de hilo en la imagen.,3
1798,1798,DATASET/A1/c3/r1/images/e3/c3r1e3n50.tif,3,1,3,50,Gran defecto de hilo en la imagen.,3
1799,1799,DATASET/A1/c3/r1/images/e4/c3r1e4n1.tif,3,1,4,1,Hilo único en la tela a lo largo de la imagen.,7
1800,1800,DATASET/A1/c3/r1/images/e4/c3r1e4n2.tif,3,1,4,2,Hilo único en la tela a lo largo de la imagen.,7
1801,1801,DATASET/A1/c3/r1/images/e4/c3r1e4n3.tif,3,1,4,3,Hilo único en la tela en la mitad superior de la imagen.,7
1802,1802,DATASET/A1/c3/r1/images/e4/c3r1e4n4.tif,3,1,4,4,Hilo único en la tela a lo largo de la imagen.,7
1803,1803,DATASET/A1/c3/r1/images/e4/c3r1e4n5.tif,3,1,4,5,Hilo único en la tela en la mitad inferior de la imagen.,7
1804,1804,DATASET/A1/c3/r1/images/e4/c3r1e4n6.tif,3,1,4,6,Hilo único en la tela en la mitad superior de la imagen.,7
1805,1805,DATASET/A1/c3/r1/images/e4/c3r1e4n7.tif,3,1,4,7,Hilo único en la tela a lo largo de la imagen.,7
1806,1806,DATASET/A1/c3/r1/images/e4/c3r1e4n8.tif,3,1,4,8,Hilo único en la tela a lo largo de la imagen.,7
1807,1807,DATASET/A1/c3/r1/images/e4/c3r1e4n9.tif,3,1,4,9,Hilo único en la tela en la mitad inferior de la imagen.,7
1808,1808,DATASET/A1/c3/r1/images/e4/c3r1e4n10.tif,3,1,4,10,Hilo único en la tela a lo largo de la imagen.,7
1809,1809,DATASET/A1/c3/r1/images/e4/c3r1e4n11.tif,3,1,4,11,Hilo único en la tela a lo largo de la imagen.,7
1810,1810,DATASET/A1/c3/r1/images/e4/c3r1e4n12.tif,3,1,4,12,Hilo único en la tela a lo largo de la imagen.,7
1811,1811,DATASET/A1/c3/r1/images/e4/c3r1e4n13.tif,3,1,4,13,Hilo único en la tela en la mitad inferior de la imagen.,7
1812,1812,DATASET/A1/c3/r1/images/e4/c3r1e4n14.tif,3,1,4,14,Hilo único en la tela a lo largo de la imagen.,7
1813,1813,DATASET/A1/c3/r1/images/e4/c3r1e4n15.tif,3,1,4,15,Hilo único en la tela a lo largo de la imagen.,7
1814,1814,DATASET/A1/c3/r1/images/e4/c3r1e4n16.tif,3,1,4,16,Hilo único en la tela a lo largo de la imagen.,7
1815,1815,DATASET/A1/c3/r1/images/e4/c3r1e4n17.tif,3,1,4,17,Hilo único en la tela en la mitad superior de la imagen.,7
1816,1816,DATASET/A1/c3/r1/images/e4/c3r1e4n18.tif,3,1,4,18,Hilo único en la tela en la mitad inferior de la imagen.,7
1817,1817,DATASET/A1/c3/r1/images/e4/c3r1e4n19.tif,3,1,4,19,Hilo único en la tela en la mitad superior de la imagen.,7
1818,1818,DATASET/A1/c3/r1/images/e4/c3r1e4n20.tif,3,1,4,20,Hilo único en la tela a lo largo de la imagen.,7
1819,1819,DATASET/A1/c3/r1/images/e4/c3r1e4n21.tif,3,1,4,21,Hilo único en la tela a lo largo de la imagen.,7
1820,1820,DATASET/A1/c3/r1/images/e4/c3r1e4n22.tif,3,1,4,22,Hilo único en la tela a lo largo de la imagen.,7
1821,1821,DATASET/A1/c3/r1/images/e4/c3r1e4n23.tif,3,1,4,23,Dos hilos en la tela a lo largo de la imagen.,7
1822,1822,DATASET/A1/c3/r1/images/e4/c3r1e4n24.tif,3,1,4,24,Dos hilos en la tela a lo largo de la imagen.,7
1823,1823,DATASET/A1/c3/r1/images/e4/c3r1e4n25.tif,3,1,4,25,Hilo único en la tela en la mitad superior de la imagen.,7
1824,1824,DATASET/A1/c3/r1/images/e4/c3r1e4n26.tif,3,1,4,26,Hilo único en la tela a lo largo de la imagen.,7
1825,1825,DATASET/A1/c3/r1/images/e4/c3r1e4n27.tif,3,1,4,27,Hilo único en la tela a lo largo de la imagen.,7
1826,1826,DATASET/A1/c3/r1/images/e4/c3r1e4n28.tif,3,1,4,28,Hilo único en la tela a lo largo de la imagen.,7
1827,1827,DATASET/A1/c3/r1/images/e4/c3r1e4n29.tif,3,1,4,29,Hilo único en la tela a lo largo de la imagen.,7
1828,1828,DATASET/A1/c3/r1/images/e4/c3r1e4n30.tif,3,1,4,30,Hilo único en la tela a lo largo de la imagen.,7
1829,1829,DATASET/A1/c3/r1/images/e4/c3r1e4n31.tif,3,1,4,31,Hilo único en la tela a lo largo de la imagen.,7
1830,1830,DATASET/A1/c3/r1/images/e4/c3r1e4n32.tif,3,1,4,32,Hilo único en la tela a lo largo de la imagen.,7
1831,1831,DATASET/A1/c3/r1/images/e4/c3r1e4n33.tif,3,1,4,33,Hilo único en la tela a lo largo de la imagen.,7
1832,1832,DATASET/A1/c3/r1/images/e4/c3r1e4n34.tif,3,1,4,34,Hilo único en la tela a lo largo de la imagen.,7
1833,1833,DATASET/A1/c3/r1/images/e4/c3r1e4n35.tif,3,1,4,35,Hilo único en la tela a lo largo de la imagen.,7
1834,1834,DATASET/A1/c3/r1/images/e4/c3r1e4n36.tif,3,1,4,36,Gran bola de hilo en la tela.,7
1835,1835,DATASET/A1/c3/r1/images/e4/c3r1e4n37.tif,3,1,4,37,Gran bola de hilo en la tela.,7
1836,1836,DATASET/A1/c3/r1/images/e4/c3r1e4n38.tif,3,1,4,38,Gran bola de hilo en la tela.,7
1837,1837,DATASET/A1/c3/r1/images/e4/c3r1e4n39.tif,3,1,4,39,Gran bola de hilo en la tela.,7
1838,1838,DATASET/A1/c3/r1/images/e4/c3r1e4n40.tif,3,1,4,40,Ovillo de hilo de tamaño mediano sobre la tela en la mitad inferior de la imagen.,7
1839,1839,DATASET/A1/c3/r1/images/e4/c3r1e4n41.tif,3,1,4,41,Ovillo de hilo de tamaño mediano en la tela en la mitad superior de la imagen.,7
1840,1840,DATASET/A1/c3/r1/images/e4/c3r1e4n42.tif,3,1,4,42,Ovillo de hilo de tamaño mediano en la tela en la mitad superior de la imagen.,7
1841,1841,DATASET/A1/c3/r1/images/e4/c3r1e4n43.tif,3,1,4,43,Ovillo de hilo de tamaño mediano en la tela en la mitad superior de la imagen.,7
1842,1842,DATASET/A1/c3/r1/images/e4/c3r1e4n44.tif,3,1,4,44,Ovillo de hilo de tamaño mediano sobre la tela en la mitad inferior de la imagen.,7
1843,1843,DATASET/A1/c3/r1/images/e4/c3r1e4n45.tif,3,1,4,45,Ovillo de hilo de tamaño mediano sobre la tela en la mitad inferior de la imagen.,7
1844,1844,DATASET/A1/c3/r1/images/e4/c3r1e4n46.tif,3,1,4,46,Ovillo de hilo de tamaño mediano en la tela en la mitad superior de la imagen.,7
1845,1845,DATASET/A1/c3/r1/images/e4/c3r1e4n47.tif,3,1,4,47,Ovillo de hilo de tamaño mediano sobre la tela en la mitad inferior de la imagen.,7
1846,1846,DATASET/A1/c3/r1/images/e4/c3r1e4n48.tif,3,1,4,48,Ovillo de hilo de tamaño mediano en la tela en la mitad superior de la imagen.,7
1847,1847,DATASET/A1/c3/r1/images/e4/c3r1e4n49.tif,3,1,4,49,Ovillo de hilo de tamaño mediano sobre la tela en la mitad inferior de la imagen.,7
1848,1848,DATASET/A1/c3/r1/images/e4/c3r1e4n50.tif,3,1,4,50,Ovillo de hilo de tamaño mediano sobre la tela en la mitad inferior de la imagen.,7
1849,1849,DATASET/A1/c3/r1/images/e5/c3r1e5n1.tif,3,1,5,1,Doble un solo pliegue a lo largo de la imagen.,5
1850,1850,DATASET/A1/c3/r1/images/e5/c3r1e5n2.tif,3,1,5,2,Doble un solo pliegue a lo largo de la imagen.,5
1851,1851,DATASET/A1/c3/r1/images/e5/c3r1e5n3.tif,3,1,5,3,Doble un solo pliegue a lo largo de la imagen.,5
1852,1852,DATASET/A1/c3/r1/images/e5/c3r1e5n4.tif,3,1,5,4,Doble un solo pliegue a lo largo de la imagen.,5
1853,1853,DATASET/A1/c3/r1/images/e5/c3r1e5n5.tif,3,1,5,5,Doble un solo pliegue a lo largo de la imagen.,5
1854,1854,DATASET/A1/c3/r1/images/e5/c3r1e5n6.tif,3,1,5,6,Dos pliegues en la imagen.,5
1855,1855,DATASET/A1/c3/r1/images/e5/c3r1e5n7.tif,3,1,5,7,Dos pliegues en la imagen.,5
1856,1856,DATASET/A1/c3/r1/images/e5/c3r1e5n8.tif,3,1,5,8,Pliegue sencillo en la esquina superior derecha de la imagen.,5
1857,1857,DATASET/A1/c3/r1/images/e5/c3r1e5n9.tif,3,1,5,9,Pliegue sencillo en la esquina inferior izquierda de la imagen.,5
1858,1858,DATASET/A1/c3/r1/images/e5/c3r1e5n10.tif,3,1,5,10,Dos pliegues en la imagen.,5
1859,1859,DATASET/A1/c3/r1/images/e5/c3r1e5n11.tif,3,1,5,11,Dos pliegues en la imagen.,5
1860,1860,DATASET/A1/c3/r1/images/e5/c3r1e5n12.tif,3,1,5,12,Dos pliegues en la imagen.,5
1861,1861,DATASET/A1/c3/r1/images/e5/c3r1e5n13.tif,3,1,5,13,Doble un solo pliegue a lo largo de la imagen.,5
1862,1862,DATASET/A1/c3/r1/images/e5/c3r1e5n14.tif,3,1,5,14,Dos pliegues en la imagen.,5
1863,1863,DATASET/A1/c3/r1/images/e5/c3r1e5n15.tif,3,1,5,15,Pliegue sencillo en la esquina superior izquierda de la imagen.,5
1864,1864,DATASET/A1/c3/r1/images/e5/c3r1e5n16.tif,3,1,5,16,Dos pliegues en la imagen.,5
1865,1865,DATASET/A1/c3/r1/images/e5/c3r1e5n17.tif,3,1,5,17,Dos pliegues en la imagen.,5
1866,1866,DATASET/A1/c3/r1/images/e5/c3r1e5n18.tif,3,1,5,18,Dos pliegues en la imagen.,5
1867,1867,DATASET/A1/c3/r1/images/e5/c3r1e5n19.tif,3,1,5,19,Varios pliegues a lo largo de la imagen.,5
1868,1868,DATASET/A1/c3/r1/images/e5/c3r1e5n20.tif,3,1,5,20,Doble un solo pliegue a lo largo de la imagen.,5
1869,1869,DATASET/A1/c3/r1/images/e5/c3r1e5n21.tif,3,1,5,21,Doble un solo pliegue a lo largo de la imagen.,5
1870,1870,DATASET/A1/c3/r1/images/e5/c3r1e5n22.tif,3,1,5,22,Doble un solo pliegue a lo largo de la imagen.,5
1871,1871,DATASET/A1/c3/r1/images/e5/c3r1e5n23.tif,3,1,5,23,Pliegue sencillo en la esquina inferior derecha de la imagen.,5
1872,1872,DATASET/A1/c3/r1/images/e5/c3r1e5n24.tif,3,1,5,24,Doble un solo pliegue a lo largo de la imagen.,5
1873,1873,DATASET/A1/c3/r1/images/e5/c3r1e5n25.tif,3,1,5,25,Doble un solo pliegue a lo largo de la imagen.,5
1874,1874,DATASET/A1/c3/r1/images/e5/c3r1e5n26.tif,3,1,5,26,Dos pliegues en la imagen.,5
1875,1875,DATASET/A1/c3/r1/images/e5/c3r1e5n27.tif,3,1,5,27,Dos pliegues en la imagen.,5
1876,1876,DATASET/A1/c3/r1/images/e5/c3r1e5n28.tif,3,1,5,28,Doble un solo pliegue a lo largo de la imagen.,5
1877,1877,DATASET/A1/c3/r1/images/e5/c3r1e5n29.tif,3,1,5,29,Dos pliegues en la imagen.,5
1878,1878,DATASET/A1/c3/r1/images/e5/c3r1e5n30.tif,3,1,5,30,Varios pliegues a lo largo de la imagen.,5
1879,1879,DATASET/A1/c3/r1/images/e5/c3r1e5n31.tif,3,1,5,31,Varios pliegues a lo largo de la imagen.,5
1880,1880,DATASET/A1/c3/r1/images/e5/c3r1e5n32.tif,3,1,5,32,Varios pliegues a lo largo de la imagen.,5
1881,1881,DATASET/A1/c3/r1/images/e5/c3r1e5n33.tif,3,1,5,33,Dos pliegues en la imagen.,5
1882,1882,DATASET/A1/c3/r1/images/e5/c3r1e5n34.tif,3,1,5,34,Varios pliegues a lo largo de la imagen.,5
1883,1883,DATASET/A1/c3/r1/images/e5/c3r1e5n35.tif,3,1,5,35,Dos pliegues en la imagen.,5
1884,1884,DATASET/A1/c3/r1/images/e5/c3r1e5n36.tif,3,1,5,36,Pliegue sencillo en la esquina superior izquierda de la imagen.,5
1885,1885,DATASET/A1/c3/r1/images/e5/c3r1e5n37.tif,3,1,5,37,Doble un solo pliegue a lo largo de la imagen.,5
1886,1886,DATASET/A1/c3/r1/images/e5/c3r1e5n38.tif,3,1,5,38,Doble un solo pliegue a lo largo de la imagen.,5
1887,1887,DATASET/A1/c3/r1/images/e5/c3r1e5n39.tif,3,1,5,39,Pliegue sencillo en la esquina inferior derecha de la imagen.,5
1888,1888,DATASET/A1/c3/r1/images/e5/c3r1e5n40.tif,3,1,5,40,Dos pliegues en la imagen.,5
1889,1889,DATASET/A1/c3/r1/images/e5/c3r1e5n41.tif,3,1,5,41,Dos pliegues en la imagen.,5
1890,1890,DATASET/A1/c3/r1/images/e5/c3r1e5n42.tif,3,1,5,42,Dos pliegues en la imagen.,5
1891,1891,DATASET/A1/c3/r1/images/e5/c3r1e5n43.tif,3,1,5,43,Doble un solo pliegue a lo largo de la imagen.,5
1892,1892,DATASET/A1/c3/r1/images/e5/c3r1e5n44.tif,3,1,5,44,Dos pliegues en la imagen.,5
1893,1893,DATASET/A1/c3/r1/images/e5/c3r1e5n45.tif,3,1,5,45,Pliegue sencillo en la esquina inferior derecha de la imagen.,5
1894,1894,DATASET/A1/c3/r1/images/e5/c3r1e5n46.tif,3,1,5,46,Dos pliegues en la imagen.,5
1895,1895,DATASET/A1/c3/r1/images/e5/c3r1e5n47.tif,3,1,5,47,Dos pliegues en la imagen.,5
1896,1896,DATASET/A1/c3/r1/images/e5/c3r1e5n48.tif,3,1,5,48,Dos pliegues en la imagen.,5
1897,1897,DATASET/A1/c3/r1/images/e5/c3r1e5n49.tif,3,1,5,49,Dos pliegues en la imagen.,5
1898,1898,DATASET/A1/c3/r1/images/e5/c3r1e5n50.tif,3,1,5,50,Varios pliegues a lo largo de la imagen.,5
1899,1899,DATASET/A1/c3/r1/images/e6/c3r1e6n1.tif,3,1,6,1,Mesa de luz apagada.,7
1900,1900,DATASET/A1/c3/r1/images/e6/c3r1e6n2.tif,3,1,6,2,Mesa de luz apagada.,7
1901,1901,DATASET/A1/c3/r1/images/e6/c3r1e6n3.tif,3,1,6,3,Mesa de luz apagada.,7
1902,1902,DATASET/A1/c3/r1/images/e6/c3r1e6n4.tif,3,1,6,4,Mesa de luz apagada.,7
1903,1903,DATASET/A1/c3/r1/images/e6/c3r1e6n5.tif,3,1,6,5,Mesa de luz apagada.,7
1904,1904,DATASET/A1/c3/r1/images/e6/c3r1e6n6.tif,3,1,6,6,Lámpara derecha apagada.,7
1905,1905,DATASET/A1/c3/r1/images/e6/c3r1e6n7.tif,3,1,6,7,Lámpara derecha apagada.,7
1906,1906,DATASET/A1/c3/r1/images/e6/c3r1e6n8.tif,3,1,6,8,Lámpara derecha apagada.,7
1907,1907,DATASET/A1/c3/r1/images/e6/c3r1e6n9.tif,3,1,6,9,Lámpara derecha apagada.,7
1908,1908,DATASET/A1/c3/r1/images/e6/c3r1e6n10.tif,3,1,6,10,Lámpara derecha apagada.,7
1909,1909,DATASET/A1/c3/r1/images/e6/c3r1e6n11.tif,3,1,6,11,Lámpara izquierda apagada.,7
1910,1910,DATASET/A1/c3/r1/images/e6/c3r1e6n12.tif,3,1,6,12,Lámpara izquierda apagada.,7
1911,1911,DATASET/A1/c3/r1/images/e6/c3r1e6n13.tif,3,1,6,13,Lámpara izquierda apagada.,7
1912,1912,DATASET/A1/c3/r1/images/e6/c3r1e6n14.tif,3,1,6,14,Lámpara izquierda apagada.,7
1913,1913,DATASET/A1/c3/r1/images/e6/c3r1e6n15.tif,3,1,6,15,Lámpara izquierda apagada.,7
1914,1914,DATASET/A1/c3/r1/images/e6/c3r1e6n16.tif,3,1,6,16,Lámpara derecha apagada.,7
1915,1915,DATASET/A1/c3/r1/images/e6/c3r1e6n17.tif,3,1,6,17,Lámpara derecha apagada.,7
1916,1916,DATASET/A1/c3/r1/images/e6/c3r1e6n18.tif,3,1,6,18,Lámpara derecha apagada.,7
1917,1917,DATASET/A1/c3/r1/images/e6/c3r1e6n19.tif,3,1,6,19,Lámpara derecha apagada.,7
1918,1918,DATASET/A1/c3/r1/images/e6/c3r1e6n20.tif,3,1,6,20,Lámpara derecha apagada.,7
1919,1919,DATASET/A1/c3/r1/images/e6/c3r1e6n21.tif,3,1,6,21,Lámpara izquierda apagada.,7
1920,1920,DATASET/A1/c3/r1/images/e6/c3r1e6n22.tif,3,1,6,22,Lámpara izquierda apagada.,7
1921,1921,DATASET/A1/c3/r1/images/e6/c3r1e6n23.tif,3,1,6,23,Lámpara izquierda apagada.,7
1922,1922,DATASET/A1/c3/r1/images/e6/c3r1e6n24.tif,3,1,6,24,Lámpara izquierda apagada.,7
1923,1923,DATASET/A1/c3/r1/images/e6/c3r1e6n25.tif,3,1,6,25,Lámpara izquierda apagada.,7
1924,1924,DATASET/A1/c3/r1/images/e6/c3r1e6n26.tif,3,1,6,26,Cuerpos extraños en la superficie.,7
1925,1925,DATASET/A1/c3/r1/images/e6/c3r1e6n27.tif,3,1,6,27,Cuerpos extraños en la superficie.,7
1926,1926,DATASET/A1/c3/r1/images/e6/c3r1e6n28.tif,3,1,6,28,Cuerpos extraños en la superficie.,7
1927,1927,DATASET/A1/c3/r1/images/e6/c3r1e6n29.tif,3,1,6,29,Cuerpos extraños en la superficie.,7
1928,1928,DATASET/A1/c3/r1/images/e6/c3r1e6n30.tif,3,1,6,30,Cuerpos extraños en la superficie.,7
1929,1929,DATASET/A1/c3/r1/images/e6/c3r1e6n31.tif,3,1,6,31,Cuerpos extraños en la superficie.,7
1930,1930,DATASET/A1/c3/r1/images/e6/c3r1e6n32.tif,3,1,6,32,Cuerpos extraños en la superficie.,7
1931,1931,DATASET/A1/c3/r1/images/e6/c3r1e6n33.tif,3,1,6,33,Cuerpos extraños en la superficie.,7
1932,1932,DATASET/A1/c3/r1/images/e6/c3r1e6n34.tif,3,1,6,34,Cuerpos extraños en la superficie.,7
1933,1933,DATASET/A1/c3/r1/images/e6/c3r1e6n35.tif,3,1,6,35,Cuerpos extraños en la superficie.,7
1934,1934,DATASET/A1/c3/r1/images/e6/c3r1e6n36.tif,3,1,6,36,Cuerpos extraños en la superficie.,7
1935,1935,DATASET/A1/c3/r1/images/e6/c3r1e6n37.tif,3,1,6,37,Cuerpos extraños en la superficie.,7
1936,1936,DATASET/A1/c3/r1/images/e6/c3r1e6n38.tif,3,1,6,38,Cuerpos extraños en la superficie.,7
1937,1937,DATASET/A1/c3/r1/images/e6/c3r1e6n39.tif,3,1,6,39,Cuerpos extraños en la superficie.,7
1938,1938,DATASET/A1/c3/r1/images/e6/c3r1e6n40.tif,3,1,6,40,Cuerpos extraños en la superficie.,7
1939,1939,DATASET/A1/c3/r1/images/e6/c3r1e6n41.tif,3,1,6,41,Cuerpos extraños en la superficie.,7
1940,1940,DATASET/A1/c3/r1/images/e6/c3r1e6n42.tif,3,1,6,42,Cuerpos extraños en la superficie.,7
1941,1941,DATASET/A1/c3/r1/images/e6/c3r1e6n43.tif,3,1,6,43,Cuerpos extraños en la superficie.,7
1942,1942,DATASET/A1/c3/r1/images/e6/c3r1e6n44.tif,3,1,6,44,Cuerpos extraños en la superficie.,7
1943,1943,DATASET/A1/c3/r1/images/e6/c3r1e6n45.tif,3,1,6,45,Cuerpos extraños en la superficie.,7
1944,1944,DATASET/A1/c3/r1/images/e6/c3r1e6n46.tif,3,1,6,46,Cuerpos extraños en la superficie.,7
1945,1945,DATASET/A1/c3/r1/images/e6/c3r1e6n47.tif,3,1,6,47,Cuerpos extraños en la superficie.,7
1946,1946,DATASET/A1/c3/r1/images/e6/c3r1e6n48.tif,3,1,6,48,Cuerpos extraños en la superficie.,7
1947,1947,DATASET/A1/c3/r1/images/e6/c3r1e6n49.tif,3,1,6,49,Cuerpos extraños en la superficie.,7
1948,1948,DATASET/A1/c3/r1/images/e6/c3r1e6n50.tif,3,1,6,50,Cuerpos extraños en la superficie.,7
1949,1949,DATASET/A1/c3/r1/images/e7/c3r1e7n1.tif,3,1,7,1,La distancia de la cámara se redujo de 12 cm a 9 cm.,7
1950,1950,DATASET/A1/c3/r1/images/e7/c3r1e7n2.tif,3,1,7,2,La distancia de la cámara se redujo de 12 cm a 9 cm.,7
1951,1951,DATASET/A1/c3/r1/images/e7/c3r1e7n3.tif,3,1,7,3,La distancia de la cámara se redujo de 12 cm a 9 cm.,7
1952,1952,DATASET/A1/c3/r1/images/e7/c3r1e7n4.tif,3,1,7,4,La distancia de la cámara se redujo de 12 cm a 9 cm.,7
1953,1953,DATASET/A1/c3/r1/images/e7/c3r1e7n5.tif,3,1,7,5,La distancia de la cámara se redujo de 12 cm a 9 cm.,7
1954,1954,DATASET/A1/c3/r1/images/e7/c3r1e7n6.tif,3,1,7,6,La distancia de la cámara aumentó de 12 cm a 21 cm.,7
1955,1955,DATASET/A1/c3/r1/images/e7/c3r1e7n7.tif,3,1,7,7,La distancia de la cámara aumentó de 12 cm a 21 cm.,7
1956,1956,DATASET/A1/c3/r1/images/e7/c3r1e7n8.tif,3,1,7,8,La distancia de la cámara aumentó de 12 cm a 21 cm.,7
1957,1957,DATASET/A1/c3/r1/images/e7/c3r1e7n9.tif,3,1,7,9,La distancia de la cámara aumentó de 12 cm a 21 cm.,7
1958,1958,DATASET/A1/c3/r1/images/e7/c3r1e7n10.tif,3,1,7,10,La distancia de la cámara aumentó de 12 cm a 21 cm.,7
1959,1959,DATASET/A1/c3/r1/images/e7/c3r1e7n11.tif,3,1,7,11,Cámara inclinada 7 grados.,7
1960,1960,DATASET/A1/c3/r1/images/e7/c3r1e7n12.tif,3,1,7,12,Cámara inclinada 7 grados.,7
1961,1961,DATASET/A1/c3/r1/images/e7/c3r1e7n13.tif,3,1,7,13,Cámara inclinada 7 grados.,7
1962,1962,DATASET/A1/c3/r1/images/e7/c3r1e7n14.tif,3,1,7,14,Cámara inclinada 7 grados.,7
1963,1963,DATASET/A1/c3/r1/images/e7/c3r1e7n15.tif,3,1,7,15,Cámara inclinada 7 grados.,7
1964,1964,DATASET/A1/c3/r1/images/e7/c3r1e7n16.tif,3,1,7,16,Cámara inclinada 20 grados.,7
1965,1965,DATASET/A1/c3/r1/images/e7/c3r1e7n17.tif,3,1,7,17,Cámara inclinada 20 grados.,7
1966,1966,DATASET/A1/c3/r1/images/e7/c3r1e7n18.tif,3,1,7,18,Cámara inclinada 20 grados.,7
1967,1967,DATASET/A1/c3/r1/images/e7/c3r1e7n19.tif,3,1,7,19,Cámara inclinada 20 grados.,7
1968,1968,DATASET/A1/c3/r1/images/e7/c3r1e7n20.tif,3,1,7,20,Cámara inclinada 20 grados.,7
1969,1969,DATASET/A1/c3/r1/images/e7/c3r1e7n21.tif,3,1,7,21,Cámara inclinada -7 grados.,7
1970,1970,DATASET/A1/c3/r1/images/e7/c3r1e7n22.tif,3,1,7,22,Cámara inclinada -7 grados.,7
1971,1971,DATASET/A1/c3/r1/images/e7/c3r1e7n23.tif,3,1,7,23,Cámara inclinada -7 grados.,7
1972,1972,DATASET/A1/c3/r1/images/e7/c3r1e7n24.tif,3,1,7,24,Cámara inclinada -7 grados.,7
1973,1973,DATASET/A1/c3/r1/images/e7/c3r1e7n25.tif,3,1,7,25,Cámara inclinada -7 grados.,7
1974,1974,DATASET/A1/c3/r1/images/e7/c3r1e7n26.tif,3,1,7,26,Cámara inclinada -20 grados.,7
1975,1975,DATASET/A1/c3/r1/images/e7/c3r1e7n27.tif,3,1,7,27,Cámara inclinada -20 grados.,7
1976,1976,DATASET/A1/c3/r1/images/e7/c3r1e7n28.tif,3,1,7,28,Cámara inclinada -20 grados.,7
1977,1977,DATASET/A1/c3/r1/images/e7/c3r1e7n29.tif,3,1,7,29,Cámara inclinada -20 grados.,7
1978,1978,DATASET/A1/c3/r1/images/e7/c3r1e7n30.tif,3,1,7,30,Cámara inclinada -20 grados.,7
1979,1979,DATASET/A1/c3/r1/images/e7/c3r1e7n31.tif,3,1,7,31,Cámara inclinada 30 grados.,7
1980,1980,DATASET/A1/c3/r1/images/e7/c3r1e7n32.tif,3,1,7,32,Cámara inclinada 30 grados.,7
1981,1981,DATASET/A1/c3/r1/images/e7/c3r1e7n33.tif,3,1,7,33,Cámara inclinada 30 grados.,7
1982,1982,DATASET/A1/c3/r1/images/e7/c3r1e7n34.tif,3,1,7,34,Cámara inclinada 30 grados.,7
1983,1983,DATASET/A1/c3/r1/images/e7/c3r1e7n35.tif,3,1,7,35,Cámara inclinada 30 grados.,7
1984,1984,DATASET/A1/c3/r1/images/e7/c3r1e7n36.tif,3,1,7,36,Cámara inclinada -30 grados.,7
1985,1985,DATASET/A1/c3/r1/images/e7/c3r1e7n37.tif,3,1,7,37,Cámara inclinada -30 grados.,7
1986,1986,DATASET/A1/c3/r1/images/e7/c3r1e7n38.tif,3,1,7,38,Cámara inclinada -30 grados.,7
1987,1987,DATASET/A1/c3/r1/images/e7/c3r1e7n39.tif,3,1,7,39,Cámara inclinada -30 grados.,7
1988,1988,DATASET/A1/c3/r1/images/e7/c3r1e7n40.tif,3,1,7,40,Cámara inclinada -30 grados.,7
1989,1989,DATASET/A1/c3/r1/images/e7/c3r1e7n41.tif,3,1,7,41,"Cámara inclinada -10 grados y distancia de cámara de 12 cm

20cm agrandado.",7
1990,1990,DATASET/A1/c3/r1/images/e7/c3r1e7n42.tif,3,1,7,42,"Cámara inclinada -10 grados y distancia de cámara de 12 cm

20cm agrandado.",7
1991,1991,DATASET/A1/c3/r1/images/e7/c3r1e7n43.tif,3,1,7,43,"Cámara inclinada -10 grados y distancia de cámara de 12 cm

20cm agrandado.",7
1992,1992,DATASET/A1/c3/r1/images/e7/c3r1e7n44.tif,3,1,7,44,"Cámara inclinada -10 grados y distancia de cámara de 12 cm

20cm agrandado.",7
1993,1993,DATASET/A1/c3/r1/images/e7/c3r1e7n45.tif,3,1,7,45,"Cámara inclinada -10 grados y distancia de cámara de 12 cm

20cm agrandado.",7
1994,1994,DATASET/A1/c3/r1/images/e7/c3r1e7n46.tif,3,1,7,46,"Cámara inclinada 10 grados y distancia de cámara de 12 cm

8.5cm reducido.",7
1995,1995,DATASET/A1/c3/r1/images/e7/c3r1e7n47.tif,3,1,7,47,"Cámara inclinada 10 grados y distancia de cámara de 12 cm

8.5cm reducido.",7
1996,1996,DATASET/A1/c3/r1/images/e7/c3r1e7n48.tif,3,1,7,48,"Cámara inclinada 10 grados y distancia de cámara de 12 cm

8.5cm reducido.",7
1997,1997,DATASET/A1/c3/r1/images/e7/c3r1e7n49.tif,3,1,7,49,"Cámara inclinada 10 grados y distancia de cámara de 12 cm

8.5cm reducido.",7
