,image_path,Taca oli,Carrera,Agujero,Hilo fino horizontal2,Tensión horizontal,Barrado,Borrissol,Hilo fino horizontal,Punto escapado
5226,4ee38943-frame0-00-03.05.jpg,0,0,0,0,0,0,0,0,0
5227,2feebe21-frame0-00-25.06.jpg,0,0,0,0,0,0,0,0,0
5229,66d032a1-frame0-00-15.60.jpg,0,0,0,0,0,0,0,1,0
5230,0a2425d2-frame0-00-11.09.jpg,0,0,0,0,0,0,0,0,0
5231,7781f220-frame0-00-15.49.jpg,0,0,0,1,0,0,0,0,0
5233,416642a5-frame0-00-19.50.jpg,0,0,0,0,0,0,0,0,0
5234,42fc790e-frame0-00-07.08.jpg,0,0,0,0,0,0,0,1,0
5235,1c6421ab-frame0-00-08.12.jpg,0,0,0,0,0,0,0,1,0
5239,4ce18a61-frame0-00-39.45.jpg,0,0,0,0,0,0,0,0,0
5241,0039791f-frame0-00-39.97.jpg,0,0,0,0,0,0,1,0,0
5242,0329f14a-frame0-00-15.09.jpg,0,0,0,0,0,0,1,0,0
5243,6a8c34be-frame0-00-20.58.jpg,0,1,0,0,0,0,0,0,0
5244,7f319d65-frame0-00-10.75.jpg,0,0,0,0,0,0,0,0,0
5245,14bbe5b4-frame0-00-11.04.jpg,0,0,0,1,0,0,0,0,0
5247,7222364c-frame0-00-17.10.jpg,0,0,0,0,0,0,0,0,0
5250,3968ee49-frame0-00-02.68.jpg,0,0,0,0,0,0,0,0,0
5255,543bccce-frame0-00-02.27.jpg,0,0,0,0,0,0,0,0,0
5256,466ee211-frame0-00-00.57.jpg,0,0,0,0,0,0,0,0,0
5257,364d86c6-frame0-00-13.74.jpg,0,0,0,0,0,0,0,0,0
5258,0394e754-frame0-00-16.31.jpg,0,0,0,0,0,0,0,0,0
5260,8a4c1f17-frame0-00-41.42.jpg,0,0,0,0,0,0,0,0,0
5261,8cbe01fb-frame0-00-00.79.jpg,0,0,0,0,0,0,0,0,0
5262,802b5ffb-frame0-00-11.43.jpg,0,0,0,0,0,0,0,1,0
5265,379aee01-frame0-00-10.50.jpg,0,0,0,0,0,0,0,0,0
5268,7602b53e-frame0-00-09.75.jpg,0,0,0,0,0,0,0,0,0
5271,593baac7-frame0-00-11.11.jpg,0,0,0,0,0,0,0,0,0
5275,812fae8c-frame0-00-03.60.jpg,0,0,0,0,0,0,0,0,0
5276,439f53b5-frame0-00-06.58.jpg,0,1,0,0,0,0,0,0,0
5278,5b78ecaf-frame0-00-22.66.jpg,0,0,0,0,0,0,0,0,0
5279,763c7f24-frame0-00-15.85.jpg,0,0,0,0,0,0,0,0,0
5283,810b708a-frame0-00-13.91.jpg,0,0,0,1,0,0,0,0,0
5287,49ff1919-frame0-00-11.50.jpg,0,0,0,0,0,0,0,1,0
5289,7af84dd4-frame0-00-15.98.jpg,0,0,0,0,0,0,0,0,0
5292,37a2b470-frame0-00-17.57.jpg,0,0,0,0,0,0,0,0,0
5294,709ac2e8-frame0-00-20.10.jpg,0,0,0,1,0,0,0,0,0
5296,192df94b-frame0-00-11.22.jpg,0,0,0,0,0,0,0,0,0
5297,605629d5-frame0-00-04.74.jpg,0,0,0,1,0,0,0,0,0
5298,1719fdc5-frame0-00-08.52.jpg,0,0,0,1,0,0,0,0,0
5299,2064f614-frame0-00-13.95.jpg,0,0,0,0,0,0,0,1,0
5300,0669fcf2-frame0-00-02.39.jpg,0,0,0,0,0,0,0,0,0
5302,5f80ecea-frame0-00-10.92.jpg,0,0,0,0,0,0,0,0,0
5303,8e2c1935-frame0-00-22.76.jpg,0,0,0,0,0,0,0,0,0
5304,69eb19a9-frame0-00-40.58.jpg,0,0,0,0,0,0,0,0,0
5305,0700009d-frame0-00-05.54.jpg,0,0,0,0,0,0,0,0,0
5307,36ae21b3-frame0-00-12.44.jpg,0,0,0,0,0,0,0,1,0
5308,54f74d64-frame0-00-17.98.jpg,0,0,0,0,0,0,0,0,0
5310,5717c2e4-frame0-00-31.28.jpg,0,0,0,0,0,0,0,0,0
5311,7795363f-frame0-00-05.51.jpg,0,0,0,0,0,0,0,1,0
5312,1b5e5f24-frame0-00-18.65.jpg,0,0,0,1,0,0,0,0,0
5313,403fabaf-frame0-00-21.96.jpg,0,0,0,1,0,0,0,0,0
5314,342caa6d-frame0-00-26.10.jpg,0,0,0,0,0,0,0,0,0
5315,560c5f7c-frame0-00-31.72.jpg,1,0,0,0,0,0,0,0,0
5318,6d894d43-frame0-00-05.77.jpg,0,0,0,0,0,0,0,1,0
5319,29e05b9b-frame0-00-19.63.jpg,0,0,0,0,0,0,0,0,0
5320,7310de06-frame0-00-03.79.jpg,0,0,0,0,0,0,0,0,0
5322,781aa864-frame0-00-08.93.jpg,0,0,0,0,0,0,0,0,0
5323,72e0b758-frame0-00-12.60.jpg,0,0,0,0,0,0,0,1,0
5324,5694c71b-frame0-00-04.62.jpg,0,0,0,0,0,0,0,1,0
5326,273a9eae-frame0-00-00.91.jpg,0,0,0,0,0,0,0,1,0
5329,88b4ad96-frame0-00-06.41.jpg,0,0,0,0,0,0,1,1,0
5330,29784464-frame0-00-16.47.jpg,0,0,0,0,0,0,0,0,0
5335,4a0a599e-frame0-00-20.00.jpg,0,0,0,0,0,0,0,0,0
5337,29ead396-frame0-00-18.60.jpg,0,0,0,0,0,0,0,0,0
5338,2b05a53b-frame0-00-26.47.jpg,0,0,0,0,0,0,0,0,0
5339,1f67e2cc-frame0-00-22.82.jpg,0,0,0,0,0,0,0,0,0
5348,6f7fe39b-frame0-00-42.49.jpg,1,0,0,0,0,0,0,0,0
5349,3b89c2ea-frame0-00-12.64.jpg,0,0,0,0,0,0,0,1,0
5350,24a70c7e-frame0-00-10.72.jpg,0,0,0,0,0,0,0,0,0
5351,6cc0192a-frame0-00-41.52.jpg,0,0,0,0,0,0,0,0,0
5353,140098cd-frame0-00-18.57.jpg,0,0,0,1,0,0,0,0,0
5354,5bd79216-frame0-00-06.99.jpg,0,0,0,0,0,0,0,0,0
5356,8eb370d3-frame0-00-08.34.jpg,0,0,0,0,0,0,0,0,0
5358,755c4b22-frame0-00-32.06.jpg,0,0,0,0,0,0,0,0,0
5362,518f1ebf-frame0-00-35.51.jpg,1,0,0,0,0,0,0,0,0
5365,0b32a46d-frame0-00-07.37.jpg,0,0,0,0,0,0,0,1,0
5366,56a1ec64-frame0-00-12.71.jpg,0,0,0,0,0,0,0,0,0
5369,107a8f0d-frame0-00-17.96.jpg,0,0,0,0,0,0,0,1,0
5371,602c13ba-frame0-00-15.91.jpg,0,0,0,0,0,0,0,1,0
5372,4d5c4130-frame0-00-15.91.jpg,0,0,0,0,0,0,0,0,0
5373,55273863-frame0-00-16.15.jpg,0,0,0,0,0,0,0,0,0
5374,8832b85e-frame0-00-08.75.jpg,0,0,0,0,0,0,0,0,0
5376,0b9bc78f-frame0-00-16.18.jpg,0,0,0,0,0,0,0,0,0
5377,73e75208-frame0-00-01.32.jpg,0,0,0,0,0,0,0,0,0
5378,50ad7811-frame0-00-02.31.jpg,0,0,0,0,0,0,0,0,0
5379,119d0e7e-frame0-00-18.16.jpg,0,0,0,0,0,0,0,1,0
5380,4c5b6268-frame0-00-19.76.jpg,0,0,0,0,0,0,0,0,0
5381,28fbfe63-frame0-00-08.12.jpg,0,0,0,0,0,0,0,0,0
5384,1ad9aac1-frame0-00-19.61.jpg,0,0,0,0,0,0,0,0,0
5389,83d54e31-frame0-00-01.62.jpg,0,0,0,0,0,0,0,0,0
5391,616b41e3-frame0-00-07.45.jpg,0,0,0,0,0,0,0,0,0
5393,5dd8a7a7-frame0-00-01.59.jpg,0,0,0,0,0,0,0,1,0
5395,6f724667-frame0-00-13.100.jpg,0,0,0,0,0,0,0,1,0
5403,87cffa0f-frame0-00-18.26.jpg,0,0,0,0,0,0,0,0,0
5404,80242e1b-frame0-00-33.35.jpg,0,0,0,0,0,0,0,0,0
5406,5100cfdb-frame0-00-23.33.jpg,0,0,0,0,0,0,0,1,0
5407,253bb05e-frame0-00-21.76.jpg,0,0,0,0,0,0,0,1,1
5409,255490ee-frame0-00-01.62.jpg,0,0,0,0,0,0,0,1,0
5410,6eaa108f-frame0-00-22.45.jpg,0,0,0,1,0,0,0,0,0
5411,41742e1c-frame0-00-26.35.jpg,0,0,0,0,0,0,0,0,0
5412,896b7ad3-frame0-00-15.40.jpg,0,0,0,0,0,0,0,0,0
5413,617d1d60-frame0-00-20.87.jpg,0,0,0,0,0,0,0,1,0
5414,73090c4b-frame0-00-06.88.jpg,0,0,0,0,0,0,0,1,0
5420,541b137c-frame0-00-38.82.jpg,1,0,0,0,0,0,0,0,0
5421,24c363a3-frame0-00-11.63.jpg,0,0,0,0,0,0,0,1,0
5425,7722d971-frame0-00-12.09.jpg,0,0,0,0,0,0,0,1,0
5426,3bd1367f-frame0-00-40.23.jpg,0,0,0,0,0,0,0,0,0
5427,60aaa390-frame0-00-01.55.jpg,0,0,0,0,0,0,0,0,0
5428,0667a178-frame0-00-16.40.jpg,0,0,0,0,0,0,0,1,0
5429,10777c35-frame0-00-29.21.jpg,0,0,0,0,0,0,0,0,0
5432,1fa31e71-frame0-00-07.73.jpg,0,0,0,0,0,0,0,1,0
5433,85087318-frame0-00-24.86.jpg,0,0,0,0,0,0,0,0,0
5435,618bcebb-frame0-00-08.86.jpg,0,0,0,0,0,0,0,0,0
5438,3c74358f-frame0-00-05.57.jpg,0,0,0,0,0,0,0,1,0
5440,3891eec5-frame0-00-23.06.jpg,0,0,0,0,0,0,0,0,0
5443,8d5a6f64-frame0-00-20.44.jpg,0,0,0,0,0,0,0,0,0
5444,5315e3df-frame0-00-06.23.jpg,0,0,0,0,0,0,0,0,0
5445,37a23c05-frame0-00-36.35.jpg,0,0,0,0,0,0,0,0,0
5452,175c40ef-frame0-00-14.38.jpg,0,0,0,0,0,0,0,1,0
5455,52acdb49-frame0-00-02.66.jpg,0,0,0,0,0,0,0,0,0
5456,2453c491-frame0-00-14.32.jpg,0,0,0,0,0,0,0,0,0
5458,84beaf05-frame0-00-29.26.jpg,0,0,0,0,0,0,0,0,0
5461,56396b33-frame0-00-00.95.jpg,0,0,0,0,0,0,0,1,0
5462,27b932c2-frame0-00-08.17.jpg,0,0,0,0,0,0,0,0,0
5464,82f52578-frame0-00-11.49.jpg,0,0,0,0,0,0,0,0,0
5466,73fae269-frame0-00-30.00.jpg,0,0,0,0,0,0,0,0,0
5468,59f10000-frame0-00-11.57.jpg,0,0,0,0,0,0,0,0,0
5470,842cc9a0-frame0-00-01.23.jpg,0,0,0,0,0,0,0,0,0
5472,6145a6ec-frame0-00-04.50.jpg,0,0,0,0,0,0,0,1,0
5473,3db485ff-frame0-00-21.23.jpg,0,0,0,0,0,0,0,0,0
5474,76ca43a7-frame0-00-29.90.jpg,0,0,0,0,0,0,0,0,0
5475,32dec20c-frame0-00-13.92.jpg,0,0,0,0,0,0,0,0,0
5479,1bc5e668-frame0-00-01.37.jpg,0,0,0,0,0,0,0,1,0
5480,2e4222ed-frame0-00-08.53.jpg,0,0,0,0,0,0,0,0,0
5481,20898df8-frame0-00-19.55.jpg,0,0,0,0,0,0,0,0,0
5482,59b88b18-frame0-00-06.94.jpg,0,0,0,1,0,0,0,0,0
5483,1fc6f3b0-frame0-00-22.62.jpg,0,0,0,0,0,0,0,0,0
5485,450339ac-frame0-00-10.76.jpg,0,0,0,0,0,0,0,0,0
5486,427b3907-frame0-00-08.11.jpg,0,0,0,0,0,0,0,1,0
5487,071e0c1b-frame0-00-09.91.jpg,0,0,0,0,0,0,0,0,0
5488,298f29f3-frame0-00-04.51.jpg,0,0,0,0,0,0,0,0,0
5489,319a0f5b-frame0-00-12.16.jpg,0,0,0,0,0,0,0,0,0
5492,058165bf-frame0-00-11.30.jpg,0,0,0,1,0,0,0,0,0
5494,14eba1da-frame0-00-32.00.jpg,0,0,0,0,0,0,0,0,0
5497,01d59af9-frame0-00-18.76.jpg,0,0,0,0,0,0,0,1,0
5499,128de25a-frame0-00-03.14.jpg,0,0,0,0,0,0,0,1,0
5501,3323d7a4-frame0-00-17.37.jpg,0,0,0,0,0,0,0,1,0
5502,17ca019f-frame0-00-07.59.jpg,0,0,0,0,0,0,0,0,0
5503,03053cd7-frame0-00-12.20.jpg,0,0,0,0,0,0,0,1,0
5504,35f77070-frame0-00-25.32.jpg,0,0,0,0,0,0,0,0,0
5506,59def594-frame0-00-06.76.jpg,0,0,0,0,0,0,0,0,0
5508,7519ed32-frame0-00-43.03.jpg,0,0,0,0,0,0,0,0,0
5509,00f68417-frame0-00-08.88.jpg,0,0,0,0,0,0,0,0,0
5512,0919710d-frame0-00-43.20.jpg,0,0,0,0,0,0,0,0,0
5513,3fd98470-frame0-00-44.32.jpg,0,0,0,0,0,0,0,0,0
5515,154b5c29-frame0-00-05.38.jpg,0,0,0,0,0,0,0,0,0
5516,78104e81-frame0-00-16.60.jpg,0,0,0,1,0,0,0,0,0
5517,7403953e-frame0-00-09.13.jpg,0,0,0,0,0,0,0,1,0
5518,10a6699f-frame0-00-08.46.jpg,0,0,0,0,0,0,0,0,0
5519,122fe9db-frame0-00-06.74.jpg,0,0,0,0,0,0,0,0,0
5522,18592303-frame0-00-15.26.jpg,0,0,0,0,0,0,0,1,0
5524,03c0eaf2-frame0-00-01.65.jpg,0,0,0,0,0,0,0,0,0
5526,878d3f71-frame0-00-01.94.jpg,0,0,0,0,0,0,0,1,0
5529,712898c5-frame0-00-12.57.jpg,0,0,0,0,0,0,0,0,0
5533,761ce93b-frame0-00-04.57.jpg,0,0,0,0,0,0,0,1,0
5534,84b77d4d-frame0-00-33.82.jpg,0,0,0,0,0,0,0,0,0
5536,0110ed73-frame0-00-14.51.jpg,0,0,0,0,0,0,0,0,0
5538,5ff9abbc-frame0-00-05.53.jpg,0,0,0,0,0,0,0,1,0
5540,8c8e7817-frame0-00-11.16.jpg,0,0,0,0,0,0,0,1,0
5543,28ec5c0c-frame0-00-19.37.jpg,0,0,0,0,0,0,0,0,0
5544,3b6815a6-frame0-00-39.26.jpg,0,0,0,0,0,0,0,0,0
5545,4c0bf0a6-frame0-00-38.92.jpg,0,0,0,0,0,0,0,0,0
5546,136a0543-frame0-00-09.45.jpg,0,0,0,0,0,0,0,0,0
5548,8445723d-frame0-00-20.74.jpg,0,0,0,0,0,0,0,0,0
5549,8b3a0859-frame0-00-16.13.jpg,0,0,0,0,0,0,0,0,0
5550,800d8b7e-frame0-00-05.68.jpg,0,0,0,0,0,0,0,1,0
5552,0cd8b644-frame0-00-29.15.jpg,0,0,0,0,0,0,0,0,0
5553,122db694-frame0-00-32.95.jpg,0,0,0,0,0,0,0,0,0
5555,729cef1a-frame0-00-29.01.jpg,0,0,0,1,0,0,0,0,0
5557,3e0e0800-frame0-00-14.20.jpg,0,0,0,0,0,0,0,0,0
5558,4b6a7101-frame0-00-03.03.jpg,0,0,0,0,0,0,0,1,0
5559,3afdf250-frame0-00-16.45.jpg,0,0,0,0,0,0,0,0,0
5562,64631ab0-frame0-00-20.87.jpg,0,0,0,0,0,0,0,0,0
5564,4d664e74-frame0-00-19.19.jpg,0,0,0,0,0,0,0,1,0
5565,705f0fb1-frame0-00-06.69.jpg,0,0,0,0,0,0,0,0,0
5566,10d71880-frame0-00-05.66.jpg,0,0,0,0,0,0,0,1,0
5567,403e4be8-frame0-00-09.08.jpg,0,0,0,0,0,0,0,0,0
5568,1a8a1ead-frame0-00-21.68.jpg,0,0,0,0,0,0,0,0,0
5572,51f080b9-frame0-00-20.70.jpg,0,0,0,0,0,0,0,0,0
5573,64a30bcd-frame0-00-10.25.jpg,0,0,0,0,0,0,0,0,0
5575,374f0091-frame0-00-15.29.jpg,0,0,0,0,0,0,0,1,0
5576,502db3f4-frame0-00-05.27.jpg,0,0,0,0,0,0,0,1,0
5577,12022439-frame0-00-08.89.jpg,0,0,0,1,0,0,0,0,0
5580,4d8a3fc2-frame0-00-08.96.jpg,0,0,0,0,0,0,0,1,0
5583,3fb13f01-frame0-00-08.94.jpg,0,0,0,0,0,0,0,1,0
5586,68219095-frame0-00-10.89.jpg,0,0,0,0,0,0,0,1,0
5588,6f6465e8-frame0-00-07.95.jpg,0,0,0,0,0,0,0,1,0
5589,67bf71d1-frame0-00-19.23.jpg,0,0,0,0,0,0,0,0,0
5591,7885dbf2-frame0-00-03.00.jpg,0,0,0,0,0,0,0,0,0
5594,26a9da46-frame0-00-04.20.jpg,0,0,0,0,0,0,0,1,0
5596,4667e75f-frame0-00-10.59.jpg,0,0,0,0,0,0,0,0,0
5597,8b140cb4-frame0-00-26.74.jpg,0,0,0,0,0,0,0,0,0
5598,1c26fa0e-frame0-00-17.02.jpg,0,0,0,0,0,0,0,0,0
5599,13608caf-frame0-00-31.25.jpg,0,0,0,0,0,0,0,0,0
5601,1a1d2f3b-frame0-00-28.98.jpg,0,0,0,0,0,0,0,0,0
5603,3d28a802-frame0-00-03.60.jpg,0,0,0,0,0,0,0,1,0
5604,0d50efc8-frame0-00-05.74.jpg,0,0,0,0,0,0,0,0,0
5607,4d72c332-frame0-00-28.23.jpg,0,0,0,0,0,0,0,0,0
5610,49b1e9f1-frame0-00-15.49.jpg,0,0,0,0,0,0,0,0,0
5613,5b38175a-frame0-00-37.17.jpg,0,0,0,0,0,0,0,0,0
5614,19caa990-frame0-00-01.37.jpg,0,0,0,0,0,0,0,0,0
5615,1df20078-frame0-00-27.79.jpg,0,0,0,1,0,0,0,0,0
5616,4f7700c9-frame0-00-10.03.jpg,0,0,0,0,0,0,0,0,0
5617,00b6c3ba-frame0-00-09.16.jpg,0,0,0,0,0,0,0,1,0
5620,78aafe5c-frame0-00-10.86.jpg,0,0,0,0,0,0,0,1,0
5622,727787e2-frame0-00-07.95.jpg,0,0,0,1,0,0,0,0,0
5625,7b30a922-frame0-00-10.22.jpg,0,0,0,0,0,0,0,0,0
5629,21341a90-frame0-00-03.96.jpg,0,0,0,0,0,0,0,1,0
5630,5dd58d0a-frame0-00-11.35.jpg,0,0,0,0,0,0,0,0,0
5632,58d9ed31-frame0-00-41.10.jpg,0,0,0,0,0,0,0,0,0
5634,4af831dd-frame0-00-14.49.jpg,0,0,0,0,0,0,0,0,0
5635,7a2d7b95-frame0-00-02.55.jpg,0,0,0,0,0,0,0,1,0
5637,83b9fac7-frame0-00-09.70.jpg,0,0,0,0,0,0,0,0,0
5638,6a6d22da-frame0-00-07.98.jpg,0,0,0,0,0,0,0,1,0
5639,079df286-frame0-00-21.26.jpg,0,0,0,0,0,0,0,0,0
5640,299bec02-frame0-00-10.13.jpg,0,0,0,0,0,0,0,0,0
5643,6ce9b84a-frame0-00-04.97.jpg,0,0,0,0,0,0,0,1,0
5644,11bc9eac-frame0-00-12.21.jpg,0,0,0,0,0,0,0,1,0
5647,1db7b017-frame0-00-26.36.jpg,0,0,0,0,0,0,0,0,0
5648,13470f6a-frame0-00-10.07.jpg,0,0,0,0,0,0,0,0,0
5649,3ed49bbd-frame0-00-08.29.jpg,0,0,0,0,0,0,0,0,0
5650,7cd5647e-frame0-00-03.97.jpg,0,0,0,0,0,0,0,0,0
5652,83949399-frame0-00-02.88.jpg,0,0,0,0,0,0,0,0,0
5656,7a9b0099-frame0-00-18.71.jpg,0,0,0,1,0,0,0,0,0
5657,56f229d5-frame0-00-17.77.jpg,0,0,0,0,0,0,0,0,0
5658,19c5b5c9-frame0-00-06.17.jpg,0,0,0,0,0,0,0,0,0
5662,35485074-frame0-00-21.00.jpg,0,0,0,0,0,0,0,1,0
5664,103a84dc-frame0-00-18.00.jpg,0,0,0,0,0,0,0,0,0
5665,2c519dfb-frame0-00-17.23.jpg,0,0,0,0,0,0,0,0,0
5667,37567c8c-frame0-00-05.32.jpg,0,0,0,0,0,0,0,0,0
5668,1a8d2296-frame0-00-11.65.jpg,0,0,0,0,0,0,0,1,0
5670,018fd501-frame0-00-18.68.jpg,0,0,0,0,0,0,0,0,0
5672,06bfaf86-frame0-00-44.40.jpg,0,0,0,0,0,0,0,0,0
5673,57138fe1-frame0-00-15.58.jpg,0,0,0,0,0,0,0,0,0
5674,0e36f7e9-frame0-00-27.98.jpg,0,0,0,0,0,0,0,0,0
5676,497fe691-frame0-00-37.05.jpg,0,0,0,0,0,0,0,0,0
5677,5c05f975-frame0-00-21.99.jpg,0,0,0,0,0,0,0,1,1
5678,42a937b9-frame0-00-02.33.jpg,0,0,0,0,0,0,0,0,0
5679,723065a4-frame0-00-07.64.jpg,0,0,0,1,0,0,0,0,0
5683,68fbf2b9-frame0-00-26.07.jpg,0,0,0,1,0,0,0,0,0
5684,09bb9ca5-frame0-00-16.48.jpg,0,0,0,0,0,0,0,1,0
5685,35b06fbb-frame0-00-08.16.jpg,0,0,0,0,0,0,0,1,0
5687,8d021c93-frame0-00-05.71.jpg,0,0,1,0,0,0,0,1,0
5688,7006d688-frame0-00-32.15.jpg,0,0,0,0,0,0,0,0,0
5693,1757656a-frame0-00-07.98.jpg,0,0,0,0,0,0,0,0,0
5695,7b09c649-frame0-00-18.54.jpg,0,0,0,0,0,0,0,0,0
5696,7faa5566-frame0-00-24.94.jpg,0,0,0,0,0,0,0,0,0
5699,1c929080-frame0-00-41.00.jpg,0,0,0,0,0,0,0,0,0
5700,28490e45-frame0-00-06.94.jpg,0,0,0,0,0,0,0,0,0
5701,78f17c6c-frame0-00-29.46.jpg,0,0,0,1,0,0,0,0,0
5703,40e5fe12-frame0-00-10.92.jpg,0,0,0,0,0,0,0,0,0
5704,183a3586-frame0-00-42.11.jpg,0,0,0,0,0,0,0,0,0
5707,82a2f0c0-frame0-00-00.31.jpg,0,0,0,0,0,0,0,0,0
5709,1fcf1c14-frame0-00-08.67.jpg,0,0,0,0,0,0,0,0,0
5710,65dc2738-frame0-00-19.81.jpg,0,0,0,0,0,0,1,0,0
5713,89f86f6f-frame0-00-05.28.jpg,0,0,0,0,0,0,0,1,0
5714,2e7df45b-frame0-00-35.94.jpg,1,0,0,0,0,0,0,0,0
5715,2855f0e1-frame0-00-05.23.jpg,0,0,0,0,0,0,0,0,0
5717,2a130e20-frame0-00-29.62.jpg,0,0,0,0,0,0,0,0,0
5718,5ac7cd93-frame0-00-34.91.jpg,0,0,0,0,0,0,0,0,0
5719,67f2bc0e-frame0-00-07.91.jpg,0,0,0,0,0,0,0,0,0
5720,00479c59-frame0-00-06.66.jpg,0,0,0,0,0,0,0,1,0
5721,4b150ac0-frame0-00-33.86.jpg,0,0,0,0,0,0,0,0,0
5722,05ede79c-frame0-00-04.23.jpg,0,0,0,0,0,0,0,0,0
5724,806a6ff8-frame0-00-09.32.jpg,0,0,0,0,0,0,0,1,0
5728,4cb2bb6b-frame0-00-04.88.jpg,0,0,0,0,0,0,0,0,0
5731,0be8342a-frame0-00-13.72.jpg,0,0,0,0,0,0,0,1,0
5733,0d7b12c4-frame0-00-16.11.jpg,0,0,0,0,0,0,0,1,0
5734,5c1e0610-frame0-00-08.87.jpg,0,0,0,0,0,0,0,1,0
5735,5add724b-frame0-00-38.90.jpg,1,0,0,0,0,0,0,0,0
5736,82d338a2-frame0-00-13.68.jpg,0,0,0,0,0,0,0,0,0
5737,73ec6b00-frame0-00-17.15.jpg,0,0,0,0,0,0,0,0,0
5738,4c44c734-frame0-00-02.47.jpg,0,0,0,0,0,0,0,0,0
5739,0ccee767-frame0-00-00.80.jpg,0,0,0,0,0,0,0,0,0
5740,6b2f04e6-frame0-00-13.41.jpg,0,0,0,1,0,0,0,0,0
5741,619d200d-frame0-00-18.85.jpg,0,0,0,0,0,0,0,0,0
5742,616f37fa-frame0-00-16.71.jpg,0,0,0,0,0,0,0,0,0
5743,0888307f-frame0-00-03.48.jpg,0,0,0,0,0,0,0,1,0
5746,013d123c-frame0-00-00.51.jpg,0,0,0,0,0,0,0,1,0
5747,53dbe9ea-frame0-00-06.65.jpg,0,0,0,1,0,0,0,0,0
5748,16a2a8d7-frame0-00-23.18.jpg,0,0,0,0,0,0,0,0,0
5749,7c7beeee-frame0-00-03.40.jpg,0,0,0,0,0,0,0,1,0
5751,6ce7b2d2-frame0-00-10.46.jpg,0,0,0,0,0,0,0,0,0
5752,6727439c-frame0-00-18.84.jpg,0,0,0,0,0,0,0,0,0
5753,1e5c01f5-frame0-00-03.38.jpg,0,0,0,0,0,0,0,1,0
5754,81acb736-frame0-00-24.72.jpg,0,0,0,1,0,0,0,0,0
5757,7403c75e-frame0-00-28.92.jpg,0,0,0,0,0,0,0,0,0
5759,3ef0368c-frame0-00-20.93.jpg,0,0,0,0,0,0,0,1,0
5760,0cbadc75-frame0-00-03.85.jpg,0,0,0,0,0,0,0,0,0
5762,7a6b0abe-frame0-00-00.11.jpg,0,0,0,0,0,0,0,1,0
5763,2e6d1725-frame0-00-15.63.jpg,0,0,0,0,0,0,0,1,0
5766,52e9b637-frame0-00-21.53.jpg,0,0,0,0,0,0,0,0,0
5771,420793c9-frame0-00-10.02.jpg,0,0,0,0,0,0,0,0,0
5773,0c2eb4e9-frame0-00-01.72.jpg,0,0,0,0,0,0,0,0,0
5774,14cdb9b6-frame0-00-22.74.jpg,0,0,0,0,0,0,0,0,0
5775,29e1daf3-frame0-00-08.97.jpg,0,0,0,0,0,0,0,1,0
5777,16cf159c-frame0-00-05.96.jpg,0,0,0,0,0,0,0,1,0
5781,751c145f-frame0-00-11.99.jpg,0,0,0,0,0,0,0,0,0
5783,37f6fca7-frame0-00-12.35.jpg,0,0,0,0,0,0,0,0,0
5785,84c67163-frame0-00-36.63.jpg,0,0,0,0,0,0,1,0,0
5786,27fb39c2-frame0-00-26.93.jpg,0,0,0,0,0,0,0,0,0
5788,0337a962-frame0-00-09.50.jpg,0,0,0,0,0,0,0,0,0
5789,1a0c319f-frame0-00-04.83.jpg,0,0,0,0,0,0,0,0,0
5790,50d08eff-frame0-00-39.77.jpg,0,0,0,0,0,0,1,0,0
5791,4a5c5615-frame0-00-18.14.jpg,0,0,0,1,0,0,0,0,0
5797,00c7c225-frame0-00-04.09.jpg,0,0,0,0,0,0,0,0,0
5798,3f8d688b-frame0-00-20.85.jpg,0,0,0,0,0,0,0,0,0
5799,8afb8028-frame0-00-02.46.jpg,0,0,0,0,0,0,0,1,0
5800,064c0234-frame0-00-05.65.jpg,0,0,0,0,0,0,0,0,0
5801,6e81fba2-frame0-00-05.13.jpg,0,0,0,0,0,0,0,1,0
5803,10190f00-frame0-00-07.15.jpg,0,0,0,0,0,0,0,1,0
5809,5af427de-frame0-00-03.98.jpg,0,0,0,0,0,0,0,0,0
5811,28a36155-frame0-00-10.64.jpg,0,1,0,1,0,0,0,0,0
5812,13deda52-frame0-00-03.77.jpg,0,0,0,0,0,0,0,1,0
5813,79829af6-frame0-00-08.87.jpg,0,0,0,1,0,0,0,0,0
5815,3b92614e-frame0-00-15.21.jpg,0,0,0,0,0,0,1,0,0
5816,1f5febd4-frame0-00-06.74.jpg,0,0,0,0,0,0,0,1,0
5817,6dfb78d1-frame0-00-15.00.jpg,0,0,0,0,0,0,0,0,0
5818,1cf51aaa-frame0-00-25.76.jpg,0,0,0,1,0,0,0,0,0
5820,77b8b294-frame0-00-21.12.jpg,0,0,0,0,0,0,0,0,0
5821,53603d59-frame0-00-06.88.jpg,0,0,0,0,0,0,0,1,0
5823,770bfd5b-frame0-00-10.60.jpg,0,0,0,0,0,0,0,1,0
5824,1f2b5613-frame0-00-17.29.jpg,0,0,0,0,0,0,0,1,0
5825,61258e01-frame0-00-25.85.jpg,0,0,0,0,0,0,0,0,0
5826,5350127c-frame0-00-43.46.jpg,0,0,0,0,0,0,0,0,0
5828,6cd60721-frame0-00-13.52.jpg,0,0,0,1,0,0,0,0,0
5829,503aade4-frame0-00-07.88.jpg,0,0,0,1,0,0,0,0,0
5830,748e4d04-frame0-00-04.05.jpg,0,0,0,0,0,0,0,0,0
