,paths,c,r,e,n
681,DATASET/A1/c1/r3/images/e5/c1r3e5n32.tif,1,3,5,32
682,DATASET/A1/c1/r3/images/e5/c1r3e5n33.tif,1,3,5,33
683,DATASET/A1/c1/r3/images/e5/c1r3e5n34.tif,1,3,5,34
684,DATASET/A1/c1/r3/images/e5/c1r3e5n35.tif,1,3,5,35
685,DATASET/A1/c1/r3/images/e5/c1r3e5n36.tif,1,3,5,36
686,DATASET/A1/c1/r3/images/e5/c1r3e5n37.tif,1,3,5,37
687,DATASET/A1/c1/r3/images/e5/c1r3e5n38.tif,1,3,5,38
688,DATASET/A1/c1/r3/images/e5/c1r3e5n39.tif,1,3,5,39
689,DATASET/A1/c1/r3/images/e5/c1r3e5n40.tif,1,3,5,40
690,DATASET/A1/c1/r3/images/e5/c1r3e5n41.tif,1,3,5,41
691,DATASET/A1/c1/r3/images/e5/c1r3e5n42.tif,1,3,5,42
692,DATASET/A1/c1/r3/images/e5/c1r3e5n43.tif,1,3,5,43
693,DATASET/A1/c1/r3/images/e5/c1r3e5n44.tif,1,3,5,44
694,DATASET/A1/c1/r3/images/e5/c1r3e5n45.tif,1,3,5,45
695,DATASET/A1/c1/r3/images/e5/c1r3e5n46.tif,1,3,5,46
696,DATASET/A1/c1/r3/images/e5/c1r3e5n47.tif,1,3,5,47
697,DATASET/A1/c1/r3/images/e5/c1r3e5n48.tif,1,3,5,48
698,DATASET/A1/c1/r3/images/e5/c1r3e5n49.tif,1,3,5,49
699,DATASET/A1/c1/r3/images/e5/c1r3e5n50.tif,1,3,5,50
700,DATASET/A1/c1/r3/images/e6/c1r3e6n1.tif,1,3,6,1
701,DATASET/A1/c1/r3/images/e6/c1r3e6n2.tif,1,3,6,2
702,DATASET/A1/c1/r3/images/e6/c1r3e6n3.tif,1,3,6,3
703,DATASET/A1/c1/r3/images/e6/c1r3e6n4.tif,1,3,6,4
704,DATASET/A1/c1/r3/images/e6/c1r3e6n5.tif,1,3,6,5
705,DATASET/A1/c1/r3/images/e6/c1r3e6n6.tif,1,3,6,6
706,DATASET/A1/c1/r3/images/e6/c1r3e6n7.tif,1,3,6,7
707,DATASET/A1/c1/r3/images/e6/c1r3e6n8.tif,1,3,6,8
708,DATASET/A1/c1/r3/images/e6/c1r3e6n9.tif,1,3,6,9
709,DATASET/A1/c1/r3/images/e6/c1r3e6n10.tif,1,3,6,10
710,DATASET/A1/c1/r3/images/e6/c1r3e6n11.tif,1,3,6,11
711,DATASET/A1/c1/r3/images/e6/c1r3e6n12.tif,1,3,6,12
712,DATASET/A1/c1/r3/images/e6/c1r3e6n13.tif,1,3,6,13
713,DATASET/A1/c1/r3/images/e6/c1r3e6n14.tif,1,3,6,14
714,DATASET/A1/c1/r3/images/e6/c1r3e6n15.tif,1,3,6,15
715,DATASET/A1/c1/r3/images/e6/c1r3e6n16.tif,1,3,6,16
716,DATASET/A1/c1/r3/images/e6/c1r3e6n17.tif,1,3,6,17
717,DATASET/A1/c1/r3/images/e6/c1r3e6n18.tif,1,3,6,18
718,DATASET/A1/c1/r3/images/e6/c1r3e6n19.tif,1,3,6,19
719,DATASET/A1/c1/r3/images/e6/c1r3e6n20.tif,1,3,6,20
720,DATASET/A1/c1/r3/images/e6/c1r3e6n21.tif,1,3,6,21
721,DATASET/A1/c1/r3/images/e6/c1r3e6n22.tif,1,3,6,22
722,DATASET/A1/c1/r3/images/e6/c1r3e6n23.tif,1,3,6,23
723,DATASET/A1/c1/r3/images/e6/c1r3e6n24.tif,1,3,6,24
724,DATASET/A1/c1/r3/images/e6/c1r3e6n25.tif,1,3,6,25
725,DATASET/A1/c1/r3/images/e6/c1r3e6n26.tif,1,3,6,26
726,DATASET/A1/c1/r3/images/e6/c1r3e6n27.tif,1,3,6,27
727,DATASET/A1/c1/r3/images/e6/c1r3e6n28.tif,1,3,6,28
728,DATASET/A1/c1/r3/images/e6/c1r3e6n29.tif,1,3,6,29
729,DATASET/A1/c1/r3/images/e6/c1r3e6n30.tif,1,3,6,30
730,DATASET/A1/c1/r3/images/e6/c1r3e6n31.tif,1,3,6,31
731,DATASET/A1/c1/r3/images/e6/c1r3e6n32.tif,1,3,6,32
732,DATASET/A1/c1/r3/images/e6/c1r3e6n33.tif,1,3,6,33
733,DATASET/A1/c1/r3/images/e6/c1r3e6n34.tif,1,3,6,34
734,DATASET/A1/c1/r3/images/e6/c1r3e6n35.tif,1,3,6,35
735,DATASET/A1/c1/r3/images/e6/c1r3e6n36.tif,1,3,6,36
736,DATASET/A1/c1/r3/images/e6/c1r3e6n37.tif,1,3,6,37
737,DATASET/A1/c1/r3/images/e6/c1r3e6n38.tif,1,3,6,38
738,DATASET/A1/c1/r3/images/e6/c1r3e6n39.tif,1,3,6,39
739,DATASET/A1/c1/r3/images/e6/c1r3e6n40.tif,1,3,6,40
740,DATASET/A1/c1/r3/images/e6/c1r3e6n41.tif,1,3,6,41
741,DATASET/A1/c1/r3/images/e6/c1r3e6n42.tif,1,3,6,42
742,DATASET/A1/c1/r3/images/e6/c1r3e6n43.tif,1,3,6,43
743,DATASET/A1/c1/r3/images/e6/c1r3e6n44.tif,1,3,6,44
744,DATASET/A1/c1/r3/images/e6/c1r3e6n45.tif,1,3,6,45
745,DATASET/A1/c1/r3/images/e6/c1r3e6n46.tif,1,3,6,46
746,DATASET/A1/c1/r3/images/e6/c1r3e6n47.tif,1,3,6,47
747,DATASET/A1/c1/r3/images/e6/c1r3e6n48.tif,1,3,6,48
748,DATASET/A1/c1/r3/images/e6/c1r3e6n49.tif,1,3,6,49
749,DATASET/A1/c1/r3/images/e6/c1r3e6n50.tif,1,3,6,50
750,DATASET/A1/c1/r3/images/e7/c1r3e7n1.tif,1,3,7,1
751,DATASET/A1/c1/r3/images/e7/c1r3e7n2.tif,1,3,7,2
752,DATASET/A1/c1/r3/images/e7/c1r3e7n3.tif,1,3,7,3
753,DATASET/A1/c1/r3/images/e7/c1r3e7n4.tif,1,3,7,4
754,DATASET/A1/c1/r3/images/e7/c1r3e7n5.tif,1,3,7,5
755,DATASET/A1/c1/r3/images/e7/c1r3e7n6.tif,1,3,7,6
756,DATASET/A1/c1/r3/images/e7/c1r3e7n7.tif,1,3,7,7
757,DATASET/A1/c1/r3/images/e7/c1r3e7n8.tif,1,3,7,8
758,DATASET/A1/c1/r3/images/e7/c1r3e7n9.tif,1,3,7,9
759,DATASET/A1/c1/r3/images/e7/c1r3e7n10.tif,1,3,7,10
760,DATASET/A1/c1/r3/images/e7/c1r3e7n11.tif,1,3,7,11
761,DATASET/A1/c1/r3/images/e7/c1r3e7n12.tif,1,3,7,12
762,DATASET/A1/c1/r3/images/e7/c1r3e7n13.tif,1,3,7,13
763,DATASET/A1/c1/r3/images/e7/c1r3e7n14.tif,1,3,7,14
764,DATASET/A1/c1/r3/images/e7/c1r3e7n15.tif,1,3,7,15
765,DATASET/A1/c1/r3/images/e7/c1r3e7n16.tif,1,3,7,16
766,DATASET/A1/c1/r3/images/e7/c1r3e7n17.tif,1,3,7,17
767,DATASET/A1/c1/r3/images/e7/c1r3e7n18.tif,1,3,7,18
768,DATASET/A1/c1/r3/images/e7/c1r3e7n19.tif,1,3,7,19
769,DATASET/A1/c1/r3/images/e7/c1r3e7n20.tif,1,3,7,20
770,DATASET/A1/c1/r3/images/e7/c1r3e7n21.tif,1,3,7,21
771,DATASET/A1/c1/r3/images/e7/c1r3e7n22.tif,1,3,7,22
772,DATASET/A1/c1/r3/images/e7/c1r3e7n23.tif,1,3,7,23
773,DATASET/A1/c1/r3/images/e7/c1r3e7n24.tif,1,3,7,24
774,DATASET/A1/c1/r3/images/e7/c1r3e7n25.tif,1,3,7,25
775,DATASET/A1/c1/r3/images/e7/c1r3e7n26.tif,1,3,7,26
776,DATASET/A1/c1/r3/images/e7/c1r3e7n27.tif,1,3,7,27
777,DATASET/A1/c1/r3/images/e7/c1r3e7n28.tif,1,3,7,28
778,DATASET/A1/c1/r3/images/e7/c1r3e7n29.tif,1,3,7,29
779,DATASET/A1/c1/r3/images/e7/c1r3e7n30.tif,1,3,7,30
780,DATASET/A1/c1/r3/images/e7/c1r3e7n31.tif,1,3,7,31
781,DATASET/A1/c1/r3/images/e7/c1r3e7n32.tif,1,3,7,32
782,DATASET/A1/c1/r3/images/e7/c1r3e7n33.tif,1,3,7,33
783,DATASET/A1/c1/r3/images/e7/c1r3e7n34.tif,1,3,7,34
784,DATASET/A1/c1/r3/images/e7/c1r3e7n35.tif,1,3,7,35
785,DATASET/A1/c1/r3/images/e7/c1r3e7n36.tif,1,3,7,36
786,DATASET/A1/c1/r3/images/e7/c1r3e7n37.tif,1,3,7,37
787,DATASET/A1/c1/r3/images/e7/c1r3e7n38.tif,1,3,7,38
788,DATASET/A1/c1/r3/images/e7/c1r3e7n39.tif,1,3,7,39
789,DATASET/A1/c1/r3/images/e7/c1r3e7n40.tif,1,3,7,40
790,DATASET/A1/c1/r3/images/e7/c1r3e7n41.tif,1,3,7,41
791,DATASET/A1/c1/r3/images/e7/c1r3e7n42.tif,1,3,7,42
792,DATASET/A1/c1/r3/images/e7/c1r3e7n43.tif,1,3,7,43
793,DATASET/A1/c1/r3/images/e7/c1r3e7n44.tif,1,3,7,44
794,DATASET/A1/c1/r3/images/e7/c1r3e7n45.tif,1,3,7,45
795,DATASET/A1/c1/r3/images/e7/c1r3e7n46.tif,1,3,7,46
796,DATASET/A1/c1/r3/images/e7/c1r3e7n47.tif,1,3,7,47
797,DATASET/A1/c1/r3/images/e7/c1r3e7n48.tif,1,3,7,48
798,DATASET/A1/c1/r3/images/e7/c1r3e7n49.tif,1,3,7,49
799,DATASET/A1/c1/r3/images/e7/c1r3e7n50.tif,1,3,7,50
800,DATASET/A1/c2/r2/images/e0/c2r2e0n1.tif,2,2,0,1
801,DATASET/A1/c2/r2/images/e0/c2r2e0n2.tif,2,2,0,2
802,DATASET/A1/c2/r2/images/e0/c2r2e0n3.tif,2,2,0,3
803,DATASET/A1/c2/r2/images/e0/c2r2e0n4.tif,2,2,0,4
804,DATASET/A1/c2/r2/images/e0/c2r2e0n5.tif,2,2,0,5
805,DATASET/A1/c2/r2/images/e0/c2r2e0n6.tif,2,2,0,6
806,DATASET/A1/c2/r2/images/e0/c2r2e0n7.tif,2,2,0,7
807,DATASET/A1/c2/r2/images/e0/c2r2e0n8.tif,2,2,0,8
808,DATASET/A1/c2/r2/images/e0/c2r2e0n9.tif,2,2,0,9
809,DATASET/A1/c2/r2/images/e0/c2r2e0n10.tif,2,2,0,10
810,DATASET/A1/c2/r2/images/e0/c2r2e0n11.tif,2,2,0,11
811,DATASET/A1/c2/r2/images/e0/c2r2e0n12.tif,2,2,0,12
812,DATASET/A1/c2/r2/images/e0/c2r2e0n13.tif,2,2,0,13
813,DATASET/A1/c2/r2/images/e0/c2r2e0n14.tif,2,2,0,14
814,DATASET/A1/c2/r2/images/e0/c2r2e0n15.tif,2,2,0,15
815,DATASET/A1/c2/r2/images/e0/c2r2e0n16.tif,2,2,0,16
816,DATASET/A1/c2/r2/images/e0/c2r2e0n17.tif,2,2,0,17
817,DATASET/A1/c2/r2/images/e0/c2r2e0n18.tif,2,2,0,18
818,DATASET/A1/c2/r2/images/e0/c2r2e0n19.tif,2,2,0,19
819,DATASET/A1/c2/r2/images/e0/c2r2e0n20.tif,2,2,0,20
820,DATASET/A1/c2/r2/images/e0/c2r2e0n21.tif,2,2,0,21
821,DATASET/A1/c2/r2/images/e0/c2r2e0n22.tif,2,2,0,22
822,DATASET/A1/c2/r2/images/e0/c2r2e0n23.tif,2,2,0,23
823,DATASET/A1/c2/r2/images/e0/c2r2e0n24.tif,2,2,0,24
824,DATASET/A1/c2/r2/images/e0/c2r2e0n25.tif,2,2,0,25
825,DATASET/A1/c2/r2/images/e0/c2r2e0n26.tif,2,2,0,26
826,DATASET/A1/c2/r2/images/e0/c2r2e0n27.tif,2,2,0,27
827,DATASET/A1/c2/r2/images/e0/c2r2e0n28.tif,2,2,0,28
828,DATASET/A1/c2/r2/images/e0/c2r2e0n29.tif,2,2,0,29
829,DATASET/A1/c2/r2/images/e0/c2r2e0n30.tif,2,2,0,30
830,DATASET/A1/c2/r2/images/e0/c2r2e0n31.tif,2,2,0,31
831,DATASET/A1/c2/r2/images/e0/c2r2e0n32.tif,2,2,0,32
832,DATASET/A1/c2/r2/images/e0/c2r2e0n33.tif,2,2,0,33
833,DATASET/A1/c2/r2/images/e0/c2r2e0n34.tif,2,2,0,34
834,DATASET/A1/c2/r2/images/e0/c2r2e0n35.tif,2,2,0,35
835,DATASET/A1/c2/r2/images/e0/c2r2e0n36.tif,2,2,0,36
836,DATASET/A1/c2/r2/images/e0/c2r2e0n37.tif,2,2,0,37
837,DATASET/A1/c2/r2/images/e0/c2r2e0n38.tif,2,2,0,38
838,DATASET/A1/c2/r2/images/e0/c2r2e0n39.tif,2,2,0,39
839,DATASET/A1/c2/r2/images/e0/c2r2e0n40.tif,2,2,0,40
840,DATASET/A1/c2/r2/images/e0/c2r2e0n41.tif,2,2,0,41
841,DATASET/A1/c2/r2/images/e0/c2r2e0n42.tif,2,2,0,42
842,DATASET/A1/c2/r2/images/e0/c2r2e0n43.tif,2,2,0,43
843,DATASET/A1/c2/r2/images/e0/c2r2e0n44.tif,2,2,0,44
844,DATASET/A1/c2/r2/images/e0/c2r2e0n45.tif,2,2,0,45
845,DATASET/A1/c2/r2/images/e0/c2r2e0n46.tif,2,2,0,46
846,DATASET/A1/c2/r2/images/e0/c2r2e0n47.tif,2,2,0,47
847,DATASET/A1/c2/r2/images/e0/c2r2e0n48.tif,2,2,0,48
848,DATASET/A1/c2/r2/images/e0/c2r2e0n49.tif,2,2,0,49
849,DATASET/A1/c2/r2/images/e0/c2r2e0n50.tif,2,2,0,50
850,DATASET/A1/c2/r2/images/e1/c2r2e1n1.tif,2,2,1,1
851,DATASET/A1/c2/r2/images/e1/c2r2e1n2.tif,2,2,1,2
852,DATASET/A1/c2/r2/images/e1/c2r2e1n3.tif,2,2,1,3
853,DATASET/A1/c2/r2/images/e1/c2r2e1n4.tif,2,2,1,4
854,DATASET/A1/c2/r2/images/e1/c2r2e1n5.tif,2,2,1,5
855,DATASET/A1/c2/r2/images/e1/c2r2e1n6.tif,2,2,1,6
856,DATASET/A1/c2/r2/images/e1/c2r2e1n7.tif,2,2,1,7
857,DATASET/A1/c2/r2/images/e1/c2r2e1n8.tif,2,2,1,8
858,DATASET/A1/c2/r2/images/e1/c2r2e1n9.tif,2,2,1,9
859,DATASET/A1/c2/r2/images/e1/c2r2e1n10.tif,2,2,1,10
860,DATASET/A1/c2/r2/images/e1/c2r2e1n11.tif,2,2,1,11
861,DATASET/A1/c2/r2/images/e1/c2r2e1n12.tif,2,2,1,12
862,DATASET/A1/c2/r2/images/e1/c2r2e1n13.tif,2,2,1,13
863,DATASET/A1/c2/r2/images/e1/c2r2e1n14.tif,2,2,1,14
864,DATASET/A1/c2/r2/images/e1/c2r2e1n15.tif,2,2,1,15
865,DATASET/A1/c2/r2/images/e1/c2r2e1n16.tif,2,2,1,16
866,DATASET/A1/c2/r2/images/e1/c2r2e1n17.tif,2,2,1,17
867,DATASET/A1/c2/r2/images/e1/c2r2e1n18.tif,2,2,1,18
868,DATASET/A1/c2/r2/images/e1/c2r2e1n19.tif,2,2,1,19
869,DATASET/A1/c2/r2/images/e1/c2r2e1n20.tif,2,2,1,20
870,DATASET/A1/c2/r2/images/e1/c2r2e1n21.tif,2,2,1,21
871,DATASET/A1/c2/r2/images/e1/c2r2e1n22.tif,2,2,1,22
872,DATASET/A1/c2/r2/images/e1/c2r2e1n23.tif,2,2,1,23
873,DATASET/A1/c2/r2/images/e1/c2r2e1n24.tif,2,2,1,24
874,DATASET/A1/c2/r2/images/e1/c2r2e1n25.tif,2,2,1,25
875,DATASET/A1/c2/r2/images/e1/c2r2e1n26.tif,2,2,1,26
876,DATASET/A1/c2/r2/images/e1/c2r2e1n27.tif,2,2,1,27
877,DATASET/A1/c2/r2/images/e1/c2r2e1n28.tif,2,2,1,28
878,DATASET/A1/c2/r2/images/e1/c2r2e1n29.tif,2,2,1,29
879,DATASET/A1/c2/r2/images/e1/c2r2e1n30.tif,2,2,1,30
880,DATASET/A1/c2/r2/images/e1/c2r2e1n31.tif,2,2,1,31
881,DATASET/A1/c2/r2/images/e1/c2r2e1n32.tif,2,2,1,32
882,DATASET/A1/c2/r2/images/e1/c2r2e1n33.tif,2,2,1,33
883,DATASET/A1/c2/r2/images/e1/c2r2e1n34.tif,2,2,1,34
884,DATASET/A1/c2/r2/images/e1/c2r2e1n35.tif,2,2,1,35
885,DATASET/A1/c2/r2/images/e1/c2r2e1n36.tif,2,2,1,36
886,DATASET/A1/c2/r2/images/e1/c2r2e1n37.tif,2,2,1,37
887,DATASET/A1/c2/r2/images/e1/c2r2e1n38.tif,2,2,1,38
888,DATASET/A1/c2/r2/images/e1/c2r2e1n39.tif,2,2,1,39
889,DATASET/A1/c2/r2/images/e1/c2r2e1n40.tif,2,2,1,40
890,DATASET/A1/c2/r2/images/e1/c2r2e1n41.tif,2,2,1,41
891,DATASET/A1/c2/r2/images/e1/c2r2e1n42.tif,2,2,1,42
892,DATASET/A1/c2/r2/images/e1/c2r2e1n43.tif,2,2,1,43
893,DATASET/A1/c2/r2/images/e1/c2r2e1n44.tif,2,2,1,44
894,DATASET/A1/c2/r2/images/e1/c2r2e1n45.tif,2,2,1,45
895,DATASET/A1/c2/r2/images/e1/c2r2e1n46.tif,2,2,1,46
896,DATASET/A1/c2/r2/images/e1/c2r2e1n47.tif,2,2,1,47
897,DATASET/A1/c2/r2/images/e1/c2r2e1n48.tif,2,2,1,48
898,DATASET/A1/c2/r2/images/e1/c2r2e1n49.tif,2,2,1,49
899,DATASET/A1/c2/r2/images/e1/c2r2e1n50.tif,2,2,1,50
900,DATASET/A1/c2/r2/images/e2/c2r2e2n1.tif,2,2,2,1
901,DATASET/A1/c2/r2/images/e2/c2r2e2n2.tif,2,2,2,2
902,DATASET/A1/c2/r2/images/e2/c2r2e2n3.tif,2,2,2,3
903,DATASET/A1/c2/r2/images/e2/c2r2e2n4.tif,2,2,2,4
904,DATASET/A1/c2/r2/images/e2/c2r2e2n5.tif,2,2,2,5
905,DATASET/A1/c2/r2/images/e2/c2r2e2n6.tif,2,2,2,6
906,DATASET/A1/c2/r2/images/e2/c2r2e2n7.tif,2,2,2,7
907,DATASET/A1/c2/r2/images/e2/c2r2e2n8.tif,2,2,2,8
908,DATASET/A1/c2/r2/images/e2/c2r2e2n9.tif,2,2,2,9
909,DATASET/A1/c2/r2/images/e2/c2r2e2n10.tif,2,2,2,10
910,DATASET/A1/c2/r2/images/e2/c2r2e2n11.tif,2,2,2,11
911,DATASET/A1/c2/r2/images/e2/c2r2e2n12.tif,2,2,2,12
912,DATASET/A1/c2/r2/images/e2/c2r2e2n13.tif,2,2,2,13
913,DATASET/A1/c2/r2/images/e2/c2r2e2n14.tif,2,2,2,14
914,DATASET/A1/c2/r2/images/e2/c2r2e2n15.tif,2,2,2,15
915,DATASET/A1/c2/r2/images/e2/c2r2e2n16.tif,2,2,2,16
916,DATASET/A1/c2/r2/images/e2/c2r2e2n17.tif,2,2,2,17
917,DATASET/A1/c2/r2/images/e2/c2r2e2n18.tif,2,2,2,18
918,DATASET/A1/c2/r2/images/e2/c2r2e2n19.tif,2,2,2,19
919,DATASET/A1/c2/r2/images/e2/c2r2e2n20.tif,2,2,2,20
920,DATASET/A1/c2/r2/images/e2/c2r2e2n21.tif,2,2,2,21
921,DATASET/A1/c2/r2/images/e2/c2r2e2n22.tif,2,2,2,22
922,DATASET/A1/c2/r2/images/e2/c2r2e2n23.tif,2,2,2,23
923,DATASET/A1/c2/r2/images/e2/c2r2e2n24.tif,2,2,2,24
924,DATASET/A1/c2/r2/images/e2/c2r2e2n25.tif,2,2,2,25
925,DATASET/A1/c2/r2/images/e2/c2r2e2n26.tif,2,2,2,26
926,DATASET/A1/c2/r2/images/e2/c2r2e2n27.tif,2,2,2,27
927,DATASET/A1/c2/r2/images/e2/c2r2e2n28.tif,2,2,2,28
928,DATASET/A1/c2/r2/images/e2/c2r2e2n29.tif,2,2,2,29
929,DATASET/A1/c2/r2/images/e2/c2r2e2n30.tif,2,2,2,30
930,DATASET/A1/c2/r2/images/e2/c2r2e2n31.tif,2,2,2,31
931,DATASET/A1/c2/r2/images/e2/c2r2e2n32.tif,2,2,2,32
932,DATASET/A1/c2/r2/images/e2/c2r2e2n33.tif,2,2,2,33
933,DATASET/A1/c2/r2/images/e2/c2r2e2n34.tif,2,2,2,34
934,DATASET/A1/c2/r2/images/e2/c2r2e2n35.tif,2,2,2,35
935,DATASET/A1/c2/r2/images/e2/c2r2e2n36.tif,2,2,2,36
936,DATASET/A1/c2/r2/images/e2/c2r2e2n37.tif,2,2,2,37
937,DATASET/A1/c2/r2/images/e2/c2r2e2n38.tif,2,2,2,38
938,DATASET/A1/c2/r2/images/e2/c2r2e2n39.tif,2,2,2,39
939,DATASET/A1/c2/r2/images/e2/c2r2e2n40.tif,2,2,2,40
940,DATASET/A1/c2/r2/images/e2/c2r2e2n41.tif,2,2,2,41
941,DATASET/A1/c2/r2/images/e2/c2r2e2n42.tif,2,2,2,42
942,DATASET/A1/c2/r2/images/e2/c2r2e2n43.tif,2,2,2,43
943,DATASET/A1/c2/r2/images/e2/c2r2e2n44.tif,2,2,2,44
944,DATASET/A1/c2/r2/images/e2/c2r2e2n45.tif,2,2,2,45
945,DATASET/A1/c2/r2/images/e2/c2r2e2n46.tif,2,2,2,46
946,DATASET/A1/c2/r2/images/e2/c2r2e2n47.tif,2,2,2,47
947,DATASET/A1/c2/r2/images/e2/c2r2e2n48.tif,2,2,2,48
948,DATASET/A1/c2/r2/images/e2/c2r2e2n49.tif,2,2,2,49
949,DATASET/A1/c2/r2/images/e2/c2r2e2n50.tif,2,2,2,50
950,DATASET/A1/c2/r2/images/e3/c2r2e3n1.tif,2,2,3,1
951,DATASET/A1/c2/r2/images/e3/c2r2e3n2.tif,2,2,3,2
952,DATASET/A1/c2/r2/images/e3/c2r2e3n3.tif,2,2,3,3
953,DATASET/A1/c2/r2/images/e3/c2r2e3n4.tif,2,2,3,4
954,DATASET/A1/c2/r2/images/e3/c2r2e3n5.tif,2,2,3,5
955,DATASET/A1/c2/r2/images/e3/c2r2e3n6.tif,2,2,3,6
956,DATASET/A1/c2/r2/images/e3/c2r2e3n7.tif,2,2,3,7
957,DATASET/A1/c2/r2/images/e3/c2r2e3n8.tif,2,2,3,8
958,DATASET/A1/c2/r2/images/e3/c2r2e3n9.tif,2,2,3,9
959,DATASET/A1/c2/r2/images/e3/c2r2e3n10.tif,2,2,3,10
960,DATASET/A1/c2/r2/images/e3/c2r2e3n11.tif,2,2,3,11
961,DATASET/A1/c2/r2/images/e3/c2r2e3n12.tif,2,2,3,12
962,DATASET/A1/c2/r2/images/e3/c2r2e3n13.tif,2,2,3,13
963,DATASET/A1/c2/r2/images/e3/c2r2e3n14.tif,2,2,3,14
964,DATASET/A1/c2/r2/images/e3/c2r2e3n15.tif,2,2,3,15
965,DATASET/A1/c2/r2/images/e3/c2r2e3n16.tif,2,2,3,16
966,DATASET/A1/c2/r2/images/e3/c2r2e3n17.tif,2,2,3,17
967,DATASET/A1/c2/r2/images/e3/c2r2e3n18.tif,2,2,3,18
968,DATASET/A1/c2/r2/images/e3/c2r2e3n19.tif,2,2,3,19
969,DATASET/A1/c2/r2/images/e3/c2r2e3n20.tif,2,2,3,20
970,DATASET/A1/c2/r2/images/e3/c2r2e3n21.tif,2,2,3,21
971,DATASET/A1/c2/r2/images/e3/c2r2e3n22.tif,2,2,3,22
972,DATASET/A1/c2/r2/images/e3/c2r2e3n23.tif,2,2,3,23
973,DATASET/A1/c2/r2/images/e3/c2r2e3n24.tif,2,2,3,24
974,DATASET/A1/c2/r2/images/e3/c2r2e3n25.tif,2,2,3,25
975,DATASET/A1/c2/r2/images/e3/c2r2e3n26.tif,2,2,3,26
976,DATASET/A1/c2/r2/images/e3/c2r2e3n27.tif,2,2,3,27
977,DATASET/A1/c2/r2/images/e3/c2r2e3n28.tif,2,2,3,28
978,DATASET/A1/c2/r2/images/e3/c2r2e3n29.tif,2,2,3,29
979,DATASET/A1/c2/r2/images/e3/c2r2e3n30.tif,2,2,3,30
980,DATASET/A1/c2/r2/images/e3/c2r2e3n31.tif,2,2,3,31
981,DATASET/A1/c2/r2/images/e3/c2r2e3n32.tif,2,2,3,32
982,DATASET/A1/c2/r2/images/e3/c2r2e3n33.tif,2,2,3,33
983,DATASET/A1/c2/r2/images/e3/c2r2e3n34.tif,2,2,3,34
984,DATASET/A1/c2/r2/images/e3/c2r2e3n35.tif,2,2,3,35
985,DATASET/A1/c2/r2/images/e3/c2r2e3n36.tif,2,2,3,36
986,DATASET/A1/c2/r2/images/e3/c2r2e3n37.tif,2,2,3,37
987,DATASET/A1/c2/r2/images/e3/c2r2e3n38.tif,2,2,3,38
988,DATASET/A1/c2/r2/images/e3/c2r2e3n39.tif,2,2,3,39
989,DATASET/A1/c2/r2/images/e3/c2r2e3n40.tif,2,2,3,40
990,DATASET/A1/c2/r2/images/e3/c2r2e3n41.tif,2,2,3,41
991,DATASET/A1/c2/r2/images/e3/c2r2e3n42.tif,2,2,3,42
992,DATASET/A1/c2/r2/images/e3/c2r2e3n43.tif,2,2,3,43
993,DATASET/A1/c2/r2/images/e3/c2r2e3n44.tif,2,2,3,44
994,DATASET/A1/c2/r2/images/e3/c2r2e3n45.tif,2,2,3,45
995,DATASET/A1/c2/r2/images/e3/c2r2e3n46.tif,2,2,3,46
996,DATASET/A1/c2/r2/images/e3/c2r2e3n47.tif,2,2,3,47
997,DATASET/A1/c2/r2/images/e3/c2r2e3n48.tif,2,2,3,48
998,DATASET/A1/c2/r2/images/e3/c2r2e3n49.tif,2,2,3,49
999,DATASET/A1/c2/r2/images/e3/c2r2e3n50.tif,2,2,3,50
1000,DATASET/A1/c2/r2/images/e4/c2r2e4n1.tif,2,2,4,1
1001,DATASET/A1/c2/r2/images/e4/c2r2e4n2.tif,2,2,4,2
1002,DATASET/A1/c2/r2/images/e4/c2r2e4n3.tif,2,2,4,3
1003,DATASET/A1/c2/r2/images/e4/c2r2e4n4.tif,2,2,4,4
1004,DATASET/A1/c2/r2/images/e4/c2r2e4n5.tif,2,2,4,5
1005,DATASET/A1/c2/r2/images/e4/c2r2e4n6.tif,2,2,4,6
1006,DATASET/A1/c2/r2/images/e4/c2r2e4n7.tif,2,2,4,7
1007,DATASET/A1/c2/r2/images/e4/c2r2e4n8.tif,2,2,4,8
1008,DATASET/A1/c2/r2/images/e4/c2r2e4n9.tif,2,2,4,9
1009,DATASET/A1/c2/r2/images/e4/c2r2e4n10.tif,2,2,4,10
1010,DATASET/A1/c2/r2/images/e4/c2r2e4n11.tif,2,2,4,11
1011,DATASET/A1/c2/r2/images/e4/c2r2e4n12.tif,2,2,4,12
1012,DATASET/A1/c2/r2/images/e4/c2r2e4n13.tif,2,2,4,13
1013,DATASET/A1/c2/r2/images/e4/c2r2e4n14.tif,2,2,4,14
1014,DATASET/A1/c2/r2/images/e4/c2r2e4n15.tif,2,2,4,15
1015,DATASET/A1/c2/r2/images/e4/c2r2e4n16.tif,2,2,4,16
1016,DATASET/A1/c2/r2/images/e4/c2r2e4n17.tif,2,2,4,17
1017,DATASET/A1/c2/r2/images/e4/c2r2e4n18.tif,2,2,4,18
1018,DATASET/A1/c2/r2/images/e4/c2r2e4n19.tif,2,2,4,19
1019,DATASET/A1/c2/r2/images/e4/c2r2e4n20.tif,2,2,4,20
1020,DATASET/A1/c2/r2/images/e4/c2r2e4n21.tif,2,2,4,21
